CUSTOMER_CODE|WEEK_ID|REVENUE
Cust3|201602|44327.91
Cust3|201603|53764.36
Cust3|201604|62872.72
Cust3|201605|76879.52
Cust3|201606|99139.51
Cust3|201607|70721.02
Cust3|201608|87178.45
Cust3|201609|89475.03
Cust3|201610|73379.8
Cust3|201611|109677.95
Cust3|201612|77185.44
Cust3|201613|95002.65
Cust3|201614|79833.41
Cust3|201615|118370.58
Cust3|201616|124098.68
Cust3|201617|103286.21
Cust3|201618|89217.93
Cust3|201619|107204.3
Cust3|201620|89880.4
Cust3|201621|91346.77
Cust3|201622|71347.75
Cust3|201623|97241.04
Cust3|201624|92296.1
Cust3|201625|104846.18
Cust3|201626|79246.96
Cust3|201627|72519.28
Cust3|201628|103859.86
Cust3|201629|61070.86
Cust3|201630|93553.98
Cust3|201631|144038.43
Cust3|201632|80603.04
Cust3|201633|95336.32
Cust3|201634|70397.21
Cust3|201635|73195.18
Cust3|201636|72435.01
Cust3|201637|72059.67
Cust3|201638|74446.97
Cust3|201639|82320.23
Cust3|201640|73272.22
Cust3|201641|47714.09
Cust3|201642|68383.49
Cust3|201643|58373.67
Cust3|201644|55467.87
Cust3|201645|59219.23
Cust3|201646|75373.18
Cust3|201647|60343.36
Cust3|201648|108694.9
Cust3|201649|128718.34
Cust3|201650|60409.1
Cust3|201651|55899.25
Cust3|201652|67695.4
Cust3|201653|58859.39
Cust3|201701|63113.63
Cust3|201702|142684.42
Cust3|201703|88462.59
Cust3|201704|83040.8
Cust3|201705|72189.1
Cust3|201706|73629.46
Cust3|201707|87469.46
Cust3|201708|88911.85
Cust3|201709|87369.24
Cust3|201710|165907.02
Cust3|201711|127219.31
Cust3|201712|68762.71
Cust3|201713|54339.79
Cust3|201714|71773.34
Cust3|201715|96926.88
Cust3|201716|80656.16
Cust3|201717|58722.02
Cust3|201718|20564.92
Cust3|201719|26258.48
Cust3|201720|27769.34
Cust3|201721|21627.08
Cust3|201722|25000.96
Cust3|201723|23642.71
Cust3|201724|18243.8
Cust3|201725|28534.66
Cust3|201726|16521.62
Cust3|201727|18768.08
Cust3|201728|16897.82
Cust3|201729|16695.43
Cust3|201730|15982.51
Cust3|201731|18579.33
Cust3|201732|18322.72
Cust3|201733|17908.36
Cust3|201734|19641.17
Cust3|201735|18603.99
Cust3|201736|19366.49
Cust3|201737|16301.08
Cust3|201738|18430.41
Cust3|201739|16541.83
Cust3|201740|16428.2
Cust3|201741|18178.53
Cust3|201742|17596.99
Cust3|201743|23083.29
Cust3|201744|17294.44
Cust3|201745|16797.59
Cust3|201746|16509.11
Cust3|201747|21124.02
Cust3|201748|17317.12
Cust3|201749|17351.63
Cust3|201750|20026.27
Cust3|201751|21629.09
Cust3|201752|22576.47
Cust3|201801|1494.0
Cust4|201501|0.0
Cust4|201502|4600.0
Cust4|201503|800.0
Cust4|201504|1199.88
Cust4|201505|700.0
Cust4|201506|24676.07
Cust4|201507|1000.0
Cust4|201508|1400.0
Cust4|201509|1000.0
Cust4|201510|3295.0
Cust4|201511|3040.0
Cust4|201512|7351.68
Cust4|201513|1190.0
Cust4|201514|2877.55
Cust4|201515|5699.67
Cust4|201516|4000.0
Cust4|201517|6600.0
Cust4|201518|10744.62
Cust4|201519|12261.25
Cust4|201520|11668.57
Cust4|201521|29091.31
Cust4|201522|15934.72
Cust4|201523|9511.92
Cust4|201524|14800.0
Cust4|201525|12960.78
Cust4|201526|13990.97
Cust4|201527|10516.73
Cust4|201528|15200.0
Cust4|201529|15873.21
Cust4|201530|14800.0
Cust4|201531|10847.23
Cust4|201532|5200.0
Cust4|201533|4708.39
Cust4|201534|4000.0
Cust4|201535|2149.9
Cust4|201536|3200.0
Cust4|201537|3825.65
Cust4|201538|2400.0
Cust4|201539|2400.0
Cust4|201540|1600.0
Cust4|201541|2000.0
Cust4|201542|2000.0
Cust4|201543|2000.0
Cust4|201544|2623.58
Cust4|201545|1600.0
Cust4|201546|2000.0
Cust4|201547|2400.0
Cust4|201548|2593.3
Cust4|201549|2400.0
Cust4|201550|1600.0
Cust4|201551|2000.0
Cust4|201552|2400.0
Cust4|201601|1771.05
Cust4|201602|6400.0
Cust4|201603|9588.78
Cust4|201604|4400.0
Cust4|201605|1600.0
Cust4|201606|38671.74
Cust4|201607|2337.8
Cust4|201608|1600.0
Cust4|201609|1200.0
Cust4|201610|2000.0
Cust4|201611|4839.9
Cust4|201612|10261.71
Cust4|201613|1200.0
Cust4|201614|3839.16
Cust4|201615|7970.59
Cust4|201616|8400.0
Cust4|201617|13307.56
Cust4|201618|11398.82
Cust4|201619|15898.74
Cust4|201620|13981.74
Cust4|201621|17522.96
Cust4|201622|22324.39
Cust4|201623|22000.0
Cust4|201624|19292.79
Cust4|201625|19400.0
Cust4|201626|16592.49
Cust4|201627|19600.0
Cust4|201628|18787.94
Cust4|201629|20058.09
Cust4|201630|24000.0
Cust4|201631|13116.9
Cust4|201632|10689.96
Cust4|201633|9200.0
Cust4|201634|6000.0
Cust4|201635|5102.72
Cust4|201636|4400.0
Cust4|201637|4614.41
Cust4|201638|3200.0
Cust4|201639|2800.0
Cust4|201640|2753.57
Cust4|201641|2400.0
Cust4|201642|2400.0
Cust4|201643|2970.78
Cust4|201644|2400.0
Cust4|201645|3200.0
Cust4|201646|2611.41
Cust4|201647|2800.0
Cust4|201648|2643.91
Cust4|201649|2000.0
